"","ID","Gene.name","Biotype","EL4.NP.ER.Son","EL4.NP.SAL.Son","EL4.NP.SAL.Ext","EL4.Tot","EL4.Tot.ER","EL4.IC.SAL.1","EL4.IC.SAL.2"
"13235","NM_001205085","Tbx20","protein_coding",0.00854685,0,0.00434949,0,0.00213637,0.0218405,0.364615
"13236","NM_010024","Dct","protein_coding",0,0.00722477,0.000908835,0.0123892,0.00213445,0.00911765,0.055203
"13237","NM_145922","Kcnc4","protein_coding",0.1299573,0.1853,0.104526,0.0119038,0.00213441,0.036166,0.125613
"13238","NM_175189","Hepacam","protein_coding",0.0265642,0.0198716,0.0104929,0.0453473,0.00213441,0.0375843,0.170273
"13239","NM_001110013","Tmtc3","protein_coding",0,0.00191726,0.00117898,0.0012708,0.002129,0.0174907,0.129757
"13240","NM_009246","Serpina1d","protein_coding",0.00408403,0.0267848,0.0070463,0.00898797,0.00212769,0,0.175233
"13241","NR_033340","B930059L03Rik",".",0.167484,0.0171565,0.00580649,0.148865,0.00212398,0.0023283,0.186805
"13242","NM_011169","Prlr","protein_coding",0.000250297,0.00241672,0.00196737,0.00859719,0.00212364,0,0
"13243","NM_029007","Fam84a","protein_coding",0.01483474,0.156802,0.116116,0.00615643,0.00212299,0.0388428,0.193445
"13244","NR_003953","1700022A21Rik","processed_transcript",0.03790376,0.0183007,0.0100177,0.00600868,0.00211745,0.0257218,0.505372
"13245","NM_010142","Ephb2","protein_coding",0.374236,0.0169771,0.0147932,0.0182007,0.0021164,0.0772948,1.46255
"13246","NR_015492","C230035I16Rik","lincRNA",0.889302,0.0161811,0.00300126,0.149742,0.00211459,0.0679951,0.0711928
"13247","NM_025687","Tex12","protein_coding",0,0.00501358,0,0,0.00211459,0,0.426638
"13248","NM_029352","Dusp9","protein_coding",0.381373,0.0121596,0.00291066,0.00419381,0.0021135,0.0675654,0.143813
"13249","NM_001033531","Klhl32","protein_coding",0.02791831,0.0116158,0.0064075,0.00450211,0.0021099,0.0564076,0.354291
"13250","NM_144848","Eppk1",".",0.02056444,0.0858574,0.0538499,0.0286644,0.00210868,0,0
"13251","NM_001039223","Gm14137","protein_coding",0.0570078,0.00774449,0.0082906,0.0955587,0.00210617,0.0873142,0.124769
"13252","NM_001243837","C7","protein_coding",0.210753,0.0156714,0.00273987,0.00492823,0.00210592,0.0063484,0.068447
"13253","NM_011468","Sprr2a1","protein_coding",0.01083469,0.0299529,0.018005,0.00712461,0.00210473,0.0260596,0.245513
"13254","NM_175340","Nhlrc1","protein_coding",0.480581,0.0633051,0.062891,0.21539,0.00210285,0.044233,0.0567921
"13255","NM_023663","Ripk4","protein_coding",0.06084783,0.0341599,0.0186056,0.00793373,0.00210285,0.0188061,0.458428
"13256","NM_001001985","Nat8l","protein_coding",0.0349753,0.0772531,0.0569767,0.010387,0.00210225,0.0126693,0.16962
"13257","NM_008709","Mycn","protein_coding",4.67206,0.205556,0.218973,0.0548807,0.00210026,0.151276,0.161804
"13258","NM_013786","Hsd17b6","protein_coding",0.00201443,0.00473949,0.0108404,0.00666423,0.00209894,0.0080471,0.0853937
"13259","NR_045119","Nlrp5-ps",".",0.0932759,0.0215724,0.0178733,0.0199625,0.00209746,0,0
"13260","NM_021480","Tdh","protein_coding",0.0105597,0.0146618,0.0282048,0.00425759,0.00209575,0,0.12458
"13261","NM_080729","Il25","protein_coding",0.1807684,0.0682933,0.0799161,0.317282,0.0020956,0.0109428,0.574081
"13262","NR_033648","Vmn2r-ps129",".",0.01676183,0.00352465,0.0020989,0.0820299,0.0020931,0.979876,0.637744
"13263","NM_010933","Nppc","protein_coding",0.036855,0.00868349,0.00973624,0.00971808,0.00209283,0.25216,0.117544
"13264","NR_131932","Gm13830",".",0.0336141,0.0182951,0.00875502,0.0364383,0.00209257,0.0181835,0.509221
"13265","NM_177465","Umodl1","protein_coding",0.019638974,0.0293397,0.0137772,0.0108426,0.00209084,0.14818,0.152388
"13266","NM_176952","6430573F11Rik","protein_coding",0.02214412,0.0149327,0.0312488,0.00357089,0.00209058,0.0423774,0.0494982
"13267","NM_001289503","Ispd","protein_coding",0.553271,0.0160322,0.0202789,0.0186605,0.00209045,0,0
"13268","NM_001081401","Adamts3","protein_coding",0.00188294,0,0.00709837,0.00592688,0.0020894,0.0179545,0.26254
"13269","NM_001080809","Cps1","protein_coding",0.0105237,0.0136686,0.00662114,0.00130978,0.00208866,0.0243101,0.212148
"13270","NR_040705","B930025P03Rik",".",0.000878828,0.00199014,0.00259932,0.00106301,0.00208576,0.0173161,0.0514369
"13271","NM_001081209","Prdm14","protein_coding",0.0016301,0.0435992,0.0222814,0.0145513,0.00208536,0.0270193,0.233789
"13272","NM_001081432","Ptprq","protein_coding",0.00529282,0.0117478,0.010417,0.00452093,0.00208273,0.0373721,0.224804
"13273","NM_008610","Mmp2","protein_coding",0.00552432,0.00670862,0.00946207,0.0014393,0.00208137,0.00758297,0.0807989
"13274","NR_045482","1810020O05Rik","lincRNA",0,0.0288058,0.0139436,0.100632,0.00208047,0.0401387,0.00362653
"13275","NM_203491","Chrm2","protein_coding",0,0.0272377,0.0161308,0.0111372,0.00207866,0,0
"13276","NM_146168","Vopp1","protein_coding",0.004390945,0.00233196,0.00862,0.0083731,0.0020764,0.0128263,0.127794
"13277","NM_175167","Bpifb9a","protein_coding",0.00137962,0.00255618,0.00676309,0.0072313,0.00207639,0.136085,0.287469
"13278","NM_026457","Spert","protein_coding",0,0,0,0.000803266,0.00207585,0.0012361,0.207303
"13279","NM_027788","Fam83c","protein_coding",0.324631,0.138069,0.132495,0.0503385,0.00207437,0.0460737,0.605924
"13280","NM_027420","Arpin","protein_coding",0.01189023,0.0132433,0.0184698,0.0757344,0.00207151,0.0116351,0.312552
"13281","NM_013527","Gdf7","protein_coding",0.0858455,0.0338564,0.0111193,0.0809818,0.00207045,0.0108275,0.175765
"13282","NM_029172","Zc2hc1b","protein_coding",0,0.0116326,0.00146602,0.00386371,0.00206583,0.0409592,0.21534
"13283","NM_198961","Vmn2r43","protein_coding",0.004457338,0.00225301,0.00023618,0.00750497,0.00206513,0.0039239,0.0286154
"13284","NM_009794","Capn2","protein_coding",0.0491202,0.0805314,0.0547454,0.0190675,0.00206503,0.0336751,0.189929
"13285","NM_010194","Fes","protein_coding",0.00197931,0.0334308,0.0062259,0.0483575,0.00206234,0.0428497,0.180071
"13286","NM_025506","Riiad1","protein_coding",0,0.00244227,0.001462,0.382655,0.00206016,0,0.0661367
"13287","NR_045096","Gm5893","lincRNA",0.0316979,0.0333271,0,0,0.00205993,0.00608738,0.226085
"13288","NM_028296","Car10","protein_coding",0.01480419,0.00829815,0.00523081,0.0103718,0.00205918,0.0377788,0.109524
"13289","NM_001177392","Gm13547","protein_coding",0,0.00730969,0.00291718,0,0.00205535,0.0297406,0.900077
"13290","NM_177756","Colgalt2","protein_coding",10.24045,0.0251342,0.019502,0.0089543,0.00205521,0.0417967,0.192885
"13291","NR_033457","Gm6225","lincRNA",0.175826,0.0245927,0.377993,0.116335,0.00205516,0.00188811,0.0660466
"13292","NR_024323","4930426L09Rik","protein_coding",0.672168,0.0170283,0.0154484,0.169725,0.00205485,0.0142636,0.0432014
"13293","NM_194333","Slc23a3","protein_coding",0,0.133925,0.00168191,0,0.00205403,0.014395,0.112094
"13294","NM_001081162","Slc4a11","protein_coding",0.00631089,0.019293,0.0363141,0.064494,0.00205402,0.041392,1.15684
"13295","NM_001033460","Drc1","protein_coding",0.0361615,0.0739847,0.0576971,0.0165892,0.00205385,0.0707424,0.452408
"13296","NM_001099328","Zfp831","protein_coding",0.008576238,0.0520921,0.0381481,0.00719142,0.00205164,0.0436998,0.141536
"13297","NM_013526","Gdf6","protein_coding",0.1360105,0.0513612,0.0355731,0.0130801,0.00205073,0.00683201,0.617644
"13298","NR_131920","Saxo1os",".",0,0.00264538,0.0177191,0.00238045,0.00205057,0,0.126126
"13299","NM_001194940","Dlc1","protein_coding",0,0,0,0,0.00205004,0.0637975,0.156985
"13300","NM_001172126","Rbms3","protein_coding",0,0.00195243,0.0189509,0.00102658,0.00204858,0,0
"13301","NM_027631","Cabs1","protein_coding",0.00717913,0.0119397,0.00839921,0,0.00204848,0.0192226,0.0979807
"13302","NM_026338","Actl11","protein_coding",0.00526298,0.0130845,0.0108681,0.00275487,0.00204715,0.0199063,0.0474642
"13303","NR_046048","Gm10677",".",0.0329786,0.0184,0.0242288,0,0.00204084,0.051983,0.18597
"13304","NM_134157","Atp6v1b1","protein_coding",0.0355662,0.0200169,0.0266605,0,0.00203991,0,0.0630101
"13305","NM_007993","Fbn1","protein_coding",0.01311275,0.0241294,0.0118229,0.00655642,0.00203725,0.135361,0.437479
"13306","NM_011782","Adamts5","protein_coding",0.02340536,0.0268175,0.018907,0.0102184,0.00203296,0.016765,0.113586
"13307","NM_001004141","Cyp2j11","protein_coding",0,0.00301061,0.00180223,0.00176889,0.00203167,0.0306543,0.0435666
"13308","NM_013599","Mmp9","protein_coding",0.0793028,0.0714803,0.0403279,0.0238074,0.00203037,0.00952102,0.125086
"13309","NR_110516","Gm12440","lincRNA",0,0.00169558,0.000720334,0.0286731,0.0020301,0,0.0214683
"13310","NM_001112698","Ngf","protein_coding",0,0,0.00359752,0.00235398,0.00202776,0.686811,0.147579
"13311","NM_028430","Ppil6","protein_coding",0.00291581,0.196889,0.507386,0.253769,0.00202543,0.020934,0.104988
"13312","NM_026918","Zg16","protein_coding",0.00582264,0.0211769,0.0258325,0.0313843,0.00202231,0.00812845,0.152756
"13313","NM_029112","Morn3","protein_coding",0.00348987,0.000718451,0.000860168,0,0.00202016,0.00194875,0.155646
"13314","NM_001081326","Agl","protein_coding",0.01674769,0.0103696,0.00926229,0.0181356,0.00201922,0.120856,0.454946
"13315","NM_134241","Vmn1r212","protein_coding",0,0.00717027,0.00580257,0.0115353,0.00201615,0,0.0281739
"13316","NM_001077514","Slc1a2","protein_coding",0.029718,0.0236388,0.0202221,0.00312027,0.00201531,0,0.15945
"13317","NM_001281475","Gm1110","protein_coding",0.1854312,0.0310559,0.0237569,0.0867005,0.00201524,0.00643376,0.172323
"13318","NM_001101535","Ccdc8","protein_coding",0.03155541,0.00327788,0.040593,0.0134051,0.00201453,0.0154727,0.0820924
"13319","NM_001291903","Adcy8","protein_coding",0.03330482,0.0485558,0.0348005,0.0330959,0.00201323,0.0273492,0.219252
"13320","NR_130965","BC016548","lincRNA",0,0.0117698,0,0.0155794,0.00201306,0.0966682,1.95181
"13321","NM_172274","Cc2d2a","protein_coding",0.01980796,0.00725924,0.0108142,0.0077996,0.00201297,0.0287479,0.121374
"13322","NM_026915","Lyzl4","protein_coding",0,0.00278852,0.00752813,0.154202,0.00201262,0.0395487,0.483843
"13323","NM_146685","Olfr1434","protein_coding",0.00735095,0.00178847,0.0107063,0.00233515,0.00201154,0.429722,0.0859747
"13324","NM_001004192","BC048562","protein_coding",0.109453,0.00536496,0.00513857,0.00700487,0.00201137,0,0.0537834
"13325","NM_009662","Alox5","protein_coding",0.0096516,0.0229175,0.0262801,0.0156343,0.0020113,1.38942,1.10404
"13326","NM_001289788","Slc26a5","protein_coding",0.00754218,0,0.0026816,0,0.00201114,0,0
"13327","NM_019974","Klk11","protein_coding",0.249519,0.138605,0.0562253,0.0640507,0.00201074,0.00265224,0.651986
"13328","NM_001010835","Taar7e","protein_coding",0.00289252,0.0289378,0.00499055,0.00328669,0.00200925,0.00538398,0.0841573
"13329","NR_131034","4930579H20Rik",".",0,0.0575381,0.04348,0.0139861,0.00200798,34.7804,25.5733
"13330","NM_153744","Prkag3","protein_coding",0.00674328,0.029167,0.030755,0.00349565,0.00200748,0.0615027,0.224365
"13331","NM_054063","Psg28","protein_coding",0.00143834,0.00365199,0.00614492,0.00115985,0.00199824,0.104023,0.643506
"13332","NM_001011520","Olfr310","protein_coding",0,0.0017763,0.00354446,0.00386543,0.00199785,0.00247082,0.0339006
"13333","NR_040742","1700020M21Rik",".",0,0.0236479,0.0254813,0.0524898,0.00199481,0.0106906,0.321279
"13334","NM_008481","Lama2","protein_coding",0.00284244,0.00630222,0.00334442,0.00311711,0.00199345,0.0318177,0.238645
"13335","NR_040540","4933401H06Rik",".",0,0.000708694,0,0.00138798,0.00199272,0.0469893,0.221568
"13336","NM_133816","Sh3bp4","protein_coding",0.0465002,0.0193653,0.0387038,0.00858475,0.00199214,0.0236018,0.0702983
"13337","NM_001167673","Gm17727","protein_coding",0,0.0401106,0.0346045,0,0.0019903,0,0.806192
"13338","NM_133681","Tspan1","protein_coding",0.00143184,0.0418597,0.0346695,0.0276282,0.00198921,0.0149248,0.448208
"13339","NM_008901","Pou3f4","protein_coding",0.0126795,0.00530481,0.003156,0.00366688,0.00198882,0.0189319,0.139962
"13340","NM_146807","Olfr136","protein_coding",0,0.000706775,0.00253856,0,0.00198732,0,0.0195148
"13341","NM_010158","Khdrbs3","protein_coding",0.2523732,0.0391088,0.0068298,0.0844637,0.00198631,0,0.0914094
"13342","NM_029982","A930009A15Rik","protein_coding",0.00998564,0.00970757,0.00154966,0.0478964,0.00198516,0.0117027,0.375801
"13343","NM_019775","Cpb2","protein_coding",0,0.00361104,0.000817123,0.0320802,0.00198334,0.0163493,0.0689471
"13344","NM_001164663","Soga1","protein_coding",0.0464441,0.0315859,0.0166146,0.0113542,0.00197945,0.0217634,0.228957
"13345","NM_134208","Vmn1r78","protein_coding",0,0.00211174,0.00168553,0,0.00197928,0,0.179109
"13346","NM_008022","Foxd4","protein_coding",0.1954426,0.106431,0.119999,0.0111857,0.00197818,0.0412715,0.112727
"13347","NM_001081670","Gm5936","protein_coding",0.0401576,0.0236622,0.01397,0.0167765,0.00197816,0.0279316,0.107661
"13348","NM_001042617","Cadps","protein_coding",0.0512013,0.0119368,0.00382418,0.0314572,0.00197699,0,0
"13349","NM_001040682","Clmn","protein_coding",0.0558692,0.0123423,0.0185606,0.00517863,0.00197667,0.0127241,0.199981
"13350","NM_028386","Asphd2","protein_coding",0.0389517,0.166145,0.108173,0.0199047,0.00197571,0.0532974,0.145873
"13351","NM_001024539","Shc2","protein_coding",0.0489911,0.0412276,0.0117002,0.0206846,0.00197545,0.00540108,0.783632
"13352","NM_130449","Colec12","protein_coding",0.0037776,0.00802488,0.0100749,0.00602433,0.0019744,19.5857,13.3677
"13353","NM_009252","Serpina3n","protein_coding",0.00292782,0.0093235,0.00804038,0.0179807,0.00197269,0.00801249,0.256853
"13354","NM_001177652","Gm5886",".",0.0283957,0.00701491,0.0643894,0.00228979,0.00197247,0.00317125,0
"13355","NM_178413","Thnsl2","protein_coding",0,0.00839337,0.00759903,0,0.00197164,0.0106403,0.0952508
"13356","NM_146837","Olfr1126","protein_coding",0,0,0.00167873,0,0.0019713,0.00190163,0.0286978
"13357","NM_001011836","Olfr1129","protein_coding",0,0.0300831,0.0332549,0,0.0019713,0.0814984,0.389556
"13358","NM_007831","Dcc","protein_coding",0.01406707,0.0776401,0.0592124,0.00112105,0.00197105,0.0585057,1.57109
"13359","NM_001166745","Vmn1r115","protein_coding",0,0,0.000908974,0,0.00197057,0.00823731,0
"13360","NM_001291804","Dsc1","protein_coding",0.000986255,0.000900527,0.00396238,0.000306889,0.00196991,0.0189749,0.119198
"13361","NM_182785","Lypd4","protein_coding",0.00566861,0.192261,0.0989237,0.025141,0.00196881,0,0.205891
"13362","NM_172125","Adam1b","protein_coding",0.038889858,0.0380671,0.100481,0.129118,0.00196858,0.005275,0.0569025
"13363","NM_175668","Gpr4","protein_coding",0.1248781,0.0608172,0.0573056,0.365468,0.00196858,0.048193,0.209171
"13364","NR_045883","4930413F20Rik",".",0.0103383,0.0156199,0.00515893,0.00608798,0.00196661,1.0005,0.612175
"13365","NR_040510","5330411J11Rik","processed_transcript",0.779831,0.0488782,0.0673075,0.241422,0.00196546,0.00326895,0.150708
"13366","NM_008623","Mpz","protein_coding",0.0188568,0.0195691,0.00766878,0.0166993,0.00196479,0.0130305,0.257727
"13367","NM_001033411","Gm826","protein_coding",0,0.00806749,0.00418217,0.00228044,0.00196442,0,0.0802508
"13368","NM_198649","Ablim3","protein_coding",0.00487468,0.00884454,0.0130722,0.00274082,0.00196395,0.0128989,0.0730267
"13369","NM_008119","Gip","protein_coding",0,0.0552038,0.00456359,0.0934625,0.00196367,0,0.0504312
"13370","NM_011435","Sod3","protein_coding",0.02646829,0.0344628,0.0302135,0.00453093,0.00196244,0.470966,0.187054
"13371","NM_008764","Tnfrsf11b","protein_coding",0.02727959,0.00300117,0.00334189,0.0335566,0.00196216,0.0177567,0.0500508
"13372","NM_177597","March11","protein_coding",0.0794057,0.31481,0.355293,0.0377027,0.00196175,0,0
"13373","NM_053171","Csmd1","protein_coding",0.03728958,0.013079,0.0162733,0.00461791,0.00195974,0.0023283,0.1165
"13374","NM_001252539","Cyp4a31","protein_coding",0.000587228,0,0,0.00576301,0.00195962,0,0.328098
"13375","NM_001008427","Gm5595","protein_coding",0.000860919,0.00590785,0.00339513,0.00138847,0.00195932,0.0718158,0.152847
"13376","NR_130983","4930504C09Rik",".",0,0.00115921,0.00462621,0.00141895,0.00195569,0.103237,1.41337
"13377","NM_175033","BC089491",".",0.4100613,0.0744332,0.0862403,0.0614281,0.00195288,0.169991,0.664253
"13378","NM_080455","Tshz2","protein_coding",0.07238256,0.0112288,0.00731314,0.00673546,0.00195152,0.0464838,0.327495
"13379","NM_026290","Armc12","protein_coding",0.1741348,0.0309922,0.0214908,0.0646142,0.00195136,0.0034859,0.417393
"13380","NM_008123","Gja8","protein_coding",0.00112321,0.013786,0.00980264,0.00149021,0.00195056,0.0581159,0.264107
"13381","NM_001163574","Tjp1","protein_coding",0.0938435,0.0842788,0.0832452,0.0168548,0.00194959,0,0
"13382","NM_146986","Olfr38","protein_coding",0,0.00361744,0.000829339,0.00286406,0.00194775,0.910923,0.32285
"13383","NR_040618","9030204H09Rik","antisense",0,0.00384548,0.0110496,0,0.0019463,12.9181,9.81535
"13384","NM_009931","Col4a1","protein_coding",0.0423772,0.838368,0.627531,0.029505,0.00194578,0.0282766,1.1921
"13385","NM_001037743","4921506M07Rik","protein_coding",0.3763577,0.0277016,0.0293175,0.00660304,0.00194449,0,0
"13386","NM_019697","Kcnd2","protein_coding",0.00375009,0.00936719,0.0407858,0.000470402,0.00194322,0.0196974,0.0411436
"13387","NR_003202","Pinc",".",0.00186476,0.0544854,0.0339022,0.00365187,0.00194299,0.288404,0.15253
"13388","NM_001099779","Pklr","protein_coding",0.0168279,0.0172603,0.157091,0.092151,0.00194253,0.0069253,0.636532
"13389","NM_010859","Myl3","protein_coding",0,0.00615293,0.00268782,0.0307777,0.00194231,0,0.0858942
"13390","NR_040417","1810021B22Rik","lincRNA",0,1.28002,1.06394,0,0.00194201,0.0312228,0.188431
"13391","NM_014193","Cacna1s","protein_coding",0.00157025,0.00860413,0,0.0188491,0.00193728,0.0211249,0
"13392","NM_174853","Disc1","protein_coding",0.0087728,0.164425,0,0.0873681,0.00193726,0.0567037,0.0670346
"13393","NM_053083","Loxl4","protein_coding",0.04334172,0.00820523,0.0246661,0,0.00193627,0.199756,0.226833
"13394","NM_031199","Tgfa","protein_coding",0.0601702,0.0126236,0.0129148,0.0118599,0.00193573,0.0261775,0.0592588
"13395","NM_001083587","Tns3","protein_coding",0.02629217,0.0168954,0.0162231,0.0179595,0.00193367,0.0205449,0.297164
"13396","NM_172614","Tmem44","nonsense_mediated_decay",0.01170172,0.00912597,0.0486739,0.032476,0.00192998,0.0377581,0.17791
"13397","NM_176959","Fbxl7","protein_coding",0.328617,0.0773626,0.064449,0.00648122,0.00192985,0.0595681,0.202463
"13398","NM_134219","Vmn1r215","protein_coding",0.00360912,0.000743002,0.00355824,0.00291034,0.00192848,0,0.0224088
"13399","NM_001136058","Crmp1","protein_coding",0.0482966,0.0634533,0.0991233,0.0349728,0.00192837,0.0120484,0.0429004
"13400","NM_016889","Insm1","protein_coding",0.685503,0.155438,0.132963,0.0395796,0.00192736,0.00363731,1.78048
"13401","NM_025355","Tceal6","protein_coding",0.10550009,0.00684875,0.00614976,0.0387495,0.00192575,0,0.00553876
"13402","NR_038015","Gm19395",".",0,0.00342309,0.0027322,0,0.00192502,0.0181277,0.699274
"13403","NM_053095","Il24","protein_coding",0.0322668,0.0769642,0.170998,0,0.00192364,0.0056455,0.374666
"13404","NM_001105071","Vmn2r39","protein_coding",0.00494318,0.00227982,0.000523846,0.00875147,0.00192114,0.00771421,0.0453952
"13405","NM_009523","Wnt4","protein_coding",0.0259231,0.00801145,0.005143,0.0489632,0.00191996,0.147033,0.134701
"13406","NR_045718","4930572O13Rik",".",0,0.14693,0.190219,0,0.00191944,0.0164586,0.167512
"13407","NM_199159","Tas2r135","protein_coding",0,0.00280312,0.000816336,0.0280432,0.00191721,0.0470583,0.184371
"13408","NM_145837","Il17d","protein_coding",15.23746,0.0532321,0.0289443,0.136015,0.00191555,0.00213213,0.271252
"13409","NM_001033426","Grxcr2","protein_coding",0.00275723,0.0222234,0.0148632,0.205664,0.00191527,0.23625,0.33466
"13410","NM_009538","Plagl1","protein_coding",0.00273112,0.0021656,0.00292303,0.000403937,0.00191377,0,0
"13411","NR_040517","4930545L23Rik","antisense",0.0120665,0.00512816,0.00176464,0.000444101,0.00191279,0.0082008,0.0783537
"13412","NM_001270898_1","Gm21293",".",0,0.0270142,0.0209241,0.0215448,0.00191262,0,0
"13413","NR_045831","4933408N05Rik",".",0,0.0052889,0.00497526,0.00591905,0.00191204,0.3718,2.24145
"13414","NM_001011743","Olfr324","protein_coding",0.480405,0.119997,0.0780636,0.0651763,0.00191111,0,0.197065
"13415","NM_172892","Slc13a4","protein_coding",0.00392957,0.082319,0.0413372,0.0166887,0.00191073,0.0245937,0.971398
"13416","NM_207539","Mrgprb8","protein_coding",0,0.00113156,0.00609642,0.0221616,0.00190904,0.0350775,0.225863
"13417","NM_177390","Myo1d","protein_coding",0.01865916,0.0676522,0.166201,0.0319638,0.00190808,0.0651661,0.10873
"13418","NM_001270900_2","Gm8764",".",0,0.0362356,0.0228189,0.0205379,0.00190696,0,0
"13419","NM_033073","Krt7","protein_coding",0.02771695,0.0734186,0.062124,0.0216405,0.00190652,0.0829371,0.39416
"13420","NM_001001492","Lca5l","protein_coding",0.1173293,0.128298,0.0125436,0.0835144,0.00190604,0.00858047,0.0191752
"13421","NM_146360","Olfr574","protein_coding",0,0.00310494,0.00148696,0.00243241,0.00190484,0,0.0341534
"13422","NM_178267","Zfp827","protein_coding",0.00764419,0.0138297,0.008603,0.00746475,0.00190462,0.00977807,0.0733994
"13423","NM_011422","Smr3a","protein_coding",0.386106,0.0207941,0.00515962,0.00260064,0.00190421,0,0.0949314
"13424","NM_145532","Mall","protein_coding",0.0364545,0.00781563,0.00482334,0.00231445,0.00190309,0.0161606,0.510624
"13425","NM_001177408","Gm15319","protein_coding",0,0.000676737,0.0420353,0.00347127,0.00190286,0.00673056,0.033211
"13426","NM_198415","Ckmt2","protein_coding",0.02912143,0.149603,0.0294264,0.0716426,0.00190264,0.0516007,0.340697
"13427","NM_001278570","Cryaa","protein_coding",0.01546517,0.0297544,0.0204483,0.00330989,0.0019008,0.0305603,0.109495
"13428","NM_021311","Piwil1","protein_coding",0.03925791,0.00338058,0.0095731,0.0132645,0.00189755,0.0189311,0.0866449
"13429","NM_011419","Kdm5d","protein_coding",0.0128914,0.0347674,0.0277804,0.0053005,0.00189718,0.0140019,0.0862418
"13430","NM_028880","Lrrtm1","protein_coding",0.1065312,0.0123757,0.00637877,0.0187302,0.00189712,0.0272991,0.546862
"13431","NM_176921","6030419C18Rik","protein_coding",0.02218275,0.0286214,0.0223172,0.0132935,0.00189695,0.000859111,0.565618
"13432","NM_009446","Tuba3a","protein_coding",0.0155778,0.0328059,0.143904,0.0719919,0.00189638,0.0465206,0.0496668
"13433","NM_001256174","A630076J17Rik","protein_coding",0.0198915,0,0,0,0.00189193,0.121671,0.0814577
"13434","NM_001166723","Vmn1r94",".",0,0,0.00174192,0,0.00188816,0.0118392,0.0139058
"13435","NM_001166713","Gm5728",".",0,0.000727465,0.0087096,0,0.00188816,0.0157856,0.00278115
"13436","NM_001166737","Vmn1r103","protein_coding",0,0.00145493,0.00174192,0,0.00188816,0.00986602,0.0123165
"13437","NM_001166715","Vmn1r120","protein_coding",0,0,0.00087096,0,0.00188816,0.00986602,0.0055623
"13438","NM_001166714","Vmn1r122","protein_coding",0,0.000727465,0,0.00142474,0.00188816,0.0138124,0.009841
"13439","NM_001166726","Vmn1r127","protein_coding",0,0,0.00087096,0.00142474,0.00188816,0.0138124,0.018541
"13440","NM_001167166","Gm4216",".",0,0.000727465,0,0,0.00188816,0.0138124,0.0194681
"13441","NM_001166751","Gm8660","protein_coding",0,0.000727465,0.00783864,0.00142474,0.00188816,0.00986602,0.0111246
"13442","NM_001166712","Vmn1r151","protein_coding",0,0.00145493,0.00087096,0,0.00188816,0.0118392,0.00675422
"13443","NM_001167167_1","Gm4177",".",0,0,0,0,0.00188816,0.0315713,0.0139058
"13444","NM_001166758","Vmn1r159","protein_coding",0,0,0.00087096,0.00142474,0.00188816,0.0157856,0.0194681
"13445","NR_038032","Gm15663","lincRNA",0.02469275,0.0373132,0.0490238,0.009793,0.00188446,0.04432,0.219629
"13446","NM_175270","Sowahb","protein_coding",0.1213427,0.048972,0.0643061,0.0164717,0.00188406,0.05033,0.0928053
"13447","NM_153068","Ehd2","protein_coding",1.5252354,0.00894896,0.00783733,0.0194565,0.00188294,0.0523546,0.180713
"13448","NM_001007154","Phactr3","protein_coding",0,0,0,0,0.00187999,0,0
"13449","NM_028628","Lce1l","protein_coding",0.019722,0.00889486,0.00399352,0,0.00187581,1.12591,0.00425071
"13450","NM_030719","Gatsl2","protein_coding",0.04488157,0.0856065,0.0726859,0.00612988,0.00187277,0.0744227,1.91347
"13451","NM_001172152","Wdr17","protein_coding",0,0.234506,0.191492,0.00164128,0.00186915,0,0
"13452","NM_026853","Asb11","protein_coding",0,0.00295009,0.003532,0,0.0018664,0,0.0795753
"13453","NR_077238","A230009B12Rik","antisense",0.00445702,0.00582948,0.00396521,0,0.00186457,0.24439,0.704593
"13454","NM_001037634","Oosp2","protein_coding",0,0.00220959,0.0066136,0,0.00186389,0,0.0168948
"13455","NR_033609","A930017M01Rik",".",0.00293914,0.00127036,0.00158707,0.000811304,0.00186366,0.00988784,0.0415097
"13456","NM_030747","Btnl6","protein_coding",0,0.00236939,0.000880374,0,0.00186085,0.0199453,0.054697
"13457","NM_026416","S100a16","protein_coding",0,0.00181965,0.0160455,0,0.00186056,0.0134993,0.124189
"13458","NM_001195596","Smlr1","protein_coding",0,0,0,0,0.00185995,0.00299036,0.0168592
"13459","NM_001253917","Sez6l","protein_coding",0.0581166,0.141347,0.0807308,0.0191274,0.00185955,0.152244,0.421409
"13460","NR_110408","Cyp2r1","protein_coding",0.00583879,0.00561943,0,0.0032249,0.00185892,0,0
"13461","NM_011582","Thbs4","protein_coding",0.0111526,0.0167731,0.0136002,0.00522137,0.00185778,0.0177116,0.224107
"13462","NM_146851","Olfr295","protein_coding",0,0.00416289,0.00552916,0,0.00185709,0,0.0881404
"13463","NM_001199306","Sult2a8","protein_coding",0.000694405,0.016513,0,0.00377263,0.00185704,0.0350402,0.0730179
"13464","NM_007801","Ctsh","protein_coding",0,0.00518058,0.010049,0.00551513,0.00185693,0.0129371,0.115952
"13465","NM_201360","Cyp2d12","protein_coding",0.00178091,0.00704456,0.00219475,0.00659921,0.00185562,0.00383579,0.0241786
"13466","NM_011651","Tsks","protein_coding",0.0490271,0.0130852,0.0337093,0.0148204,0.00185395,0,0
"13467","NM_009701","Aqp5","protein_coding",0.0723645,0.0500961,0.0578788,0.0115692,0.00185367,0.00190586,0.610614
