"","ENSEMBL","Gene_name","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","GENENAME","Biotype"
"289","ENSMUSG00000041688","Amot",5.20061144752917,6.69462240014157,1.9447760131311,3.44236166784225,0.000576658711845143,0.0112243989498078,"angiomotin","protein_coding"
"290","ENSMUSG00000041695","Kcnj2",8.26126796247084,3.99150400053449,1.42132953162075,2.80828893774055,0.00498055181435971,0.0489323753857839,"potassium inwardly-rectifying channel, subfamily J, member 2","protein_coding"
"291","ENSMUSG00000041698","Slco1a1",5.05066564950523,6.62223897882244,1.96968038203966,3.36208810282455,0.000773554381643747,0.0137988148980218,"solute carrier organic anion transporter family, member 1a1","protein_coding"
"292","ENSMUSG00000041731","Pgm5",8.94407290367594,7.44006545160899,1.71364697551869,4.34165587072392,1.41412902391876e-05,0.000691637649880265,"phosphoglucomutase 5","protein_coding"
"293","ENSMUSG00000041966","Dcaf17",63.93954802294,2.06200729163246,0.554217773383491,3.72057229244732,0.000198771830991082,0.00523257362768381,"DDB1 and CUL4 associated factor 17","protein_coding"
"294","ENSMUSG00000042246","Tmc7",6.69799602998788,7.03893988244374,1.80178518515366,3.90664766279751,9.35854615515287e-05,0.00298275937883427,"transmembrane channel-like gene family 7","protein_coding"
"295","ENSMUSG00000042265","Trem1",13.228351967811,5.58834929772,1.2945784597696,4.31673279865522,1.58355657623768e-05,0.000747327577206906,"triggering receptor expressed on myeloid cells 1","protein_coding"
"296","ENSMUSG00000042286","Stab1",10.751794914707,4.07406733821061,1.30428313939795,3.12360653538095,0.00178649178032118,0.0247903700176407,"stabilin 1","protein_coding"
"297","ENSMUSG00000042604","Kcna4",3.86623862715639,6.22865646928774,2.16565652151987,2.87610542456495,0.00402615215777525,0.0427738914076439,"potassium voltage-gated channel, shaker-related subfamily, member 4","protein_coding"
"298","ENSMUSG00000042678","Myo15",10.582764815854,3.70644357457236,1.19310839431817,3.10654387499344,0.00189288216565453,0.0259231303086445,"myosin XV","protein_coding"
"299","ENSMUSG00000042751","Nmnat2",3.78473274611343,6.23513346574126,2.1535231489227,2.89531759566197,0.00378775091651301,0.0409198793791968,"nicotinamide nucleotide adenylyltransferase 2","protein_coding"
"300","ENSMUSG00000042816","Gpr151",9.05482630428385,3.51233653038619,1.23418807451085,2.84586814840052,0.00442905296706662,0.0450093711727268,"G protein-coupled receptor 151","protein_coding"
"301","ENSMUSG00000042851","Zc3h6",22.1675995046842,2.33960111396437,0.75866478914817,3.08384038303831,0.00204347199479497,0.0273479585373058,"zinc finger CCCH type containing 6","protein_coding"
"302","ENSMUSG00000042873","Lhfpl4",6.5759452313123,4.19304942829052,1.49012340652006,2.81389407745947,0.0048945353078923,0.048283926901259,"lipoma HMGIC fusion partner-like protein 4","protein_coding"
"303","ENSMUSG00000043286","Pnpla1",15.2414256255687,3.84654057925071,1.13054405834967,3.40238007607219,0.000668016655029725,0.0123928607036549,"patatin-like phospholipase domain containing 1","protein_coding"
"304","ENSMUSG00000043631","Ecm2",14.3224662081951,2.85100755825479,0.971137950717782,2.93573900201055,0.00332754164907131,0.0371722883554893,"extracellular matrix protein 2, female organ and adipocyte specific","protein_coding"
"305","ENSMUSG00000043740","B430306N03Rik",6.65555109429481,4.74507134499233,1.62612328546113,2.91802681101559,0.0035225406074618,0.0388027609912868,"RIKEN cDNA B430306N03 gene","protein_coding"
"306","ENSMUSG00000043795","Prr33",5.16915671277597,5.73521908019166,1.91732268785553,2.99126438993237,0.0027782483744118,0.0331923797965662,"proline rich 33","protein_coding"
"307","ENSMUSG00000044139","Prss53",21.50033927106,2.81510271872199,0.83991180704428,3.35166465706509,0.000803272549330168,0.0140860701284104,"protease, serine 53","protein_coding"
"308","ENSMUSG00000044349","Snhg11",11.0496783122135,5.27046359349207,1.35206580172126,3.89808216936073,9.69575193941914e-05,0.00306121745505135,"small nucleolar RNA host gene 11","protein_coding"
"309","ENSMUSG00000044359","P2ry4",5.79818429500817,4.58021386239388,1.60800719171472,2.84837896620955,0.00439425642423037,0.0448742520528824,"pyrimidinergic receptor P2Y, G-protein coupled, 4","protein_coding"
"310","ENSMUSG00000044393","Dsg2",5.97647236577285,6.87561163333126,1.85975188673103,3.6970585605464,0.000218112042021567,0.00557719955359331,"desmoglein 2","protein_coding"
"311","ENSMUSG00000044519","Zfp488",307.996039016412,2.30583313747725,0.401111223666967,5.74861285704569,8.99785781897504e-09,1.65782448856458e-06,"zinc finger protein 488","protein_coding"
"312","ENSMUSG00000044819","Oxgr1",4.81921397043833,6.55138655243945,2.00545226449365,3.26678758125095,0.00108775264990287,0.0174794183287857,"oxoglutarate (alpha-ketoglutarate) receptor 1","protein_coding"
"313","ENSMUSG00000045106","Ccdc73",16.8665003028274,2.60010957496459,0.846179013764,3.07276537549507,0.00212085165299807,0.027966132091004,"coiled-coil domain containing 73","protein_coding"
"314","ENSMUSG00000045519","Zfp560",5.20061144752917,6.69462240014157,1.9447760131311,3.44236166784225,0.000576658711845143,0.0112243989498078,"zinc finger protein 560","protein_coding"
"315","ENSMUSG00000045672","Col27a1",6.9358095799158,6.0123051771975,1.7152293743792,3.50524849154567,0.000456181289455346,0.00964723009933083,"collagen, type XXVII, alpha 1","protein_coding"
"316","ENSMUSG00000045730","Adrb2",37.7314937456207,2.87648094046248,0.804882546262294,3.57378968374983,0.000351851579228175,0.00782215494317183,"adrenergic receptor, beta 2","protein_coding"
"317","ENSMUSG00000046169","Adamts6",11.8059799434681,3.19018468767013,1.0650550824282,2.99532366006545,0.00274153768348606,0.033003908224366,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 6","protein_coding"
"318","ENSMUSG00000046182","Gsg1l",13.3595279745781,5.55464440026325,1.35357818425061,4.10367458998203,4.06639321676148e-05,0.00157163760820235,"GSG1-like","protein_coding"
"319","ENSMUSG00000046314","Stxbp6",10.8756375509622,5.98950893312934,1.45392419811932,4.11954690683109,3.79618141444755e-05,0.00149294269076958,"syntaxin binding protein 6 (amisyn)","protein_coding"
"320","ENSMUSG00000046460","Sh2d7",3.58044969406085,6.13907157285067,2.1884878808002,2.80516589865966,0.00502906879793483,0.0491934366052534,"SH2 domain containing 7","protein_coding"
"321","ENSMUSG00000046523","Kctd4",22.1443470503011,2.13089466970291,0.747104488205858,2.85220434804263,0.0043417179736913,0.0446453415490428,"potassium channel tetramerisation domain containing 4","protein_coding"
"322","ENSMUSG00000046574","Prr12",149.375107258717,2.11833307897636,0.63049622348932,3.35978710110742,0.000780025571355387,0.0138309732036012,"proline rich 12","protein_coding"
"323","ENSMUSG00000046743","Fat4",10.1442310787069,3.67664303263824,1.25198578050113,2.93664919354483,0.00331779185586559,0.037121750355408,"FAT atypical cadherin 4","protein_coding"
"324","ENSMUSG00000046818","Ddit4l",11.2704820126806,5.53669412081052,1.42961749066924,3.87285001543922,0.000107570030455674,0.00331838740740554,"DNA-damage-inducible transcript 4-like","protein_coding"
"325","ENSMUSG00000046974","BC053393",4.36612716751797,5.51801670143552,1.93100619887678,2.857586218338,0.00426876646403477,0.0441653145702059,"cDNA sequence BC053393","protein_coding"
"326","ENSMUSG00000047146","Tet1",8.87840322636747,4.37193856971127,1.46247492327751,2.98941096365156,0.00279515898587902,0.0332403964280042,"tet methylcytosine dioxygenase 1","protein_coding"
"327","ENSMUSG00000047205","Dusp18",16.0836561924411,3.17684747607699,0.947724003432079,3.35208084270567,0.000802065939459431,0.0140832726967746,"dual specificity phosphatase 18","protein_coding"
"328","ENSMUSG00000047419","Cmya5",42.659956147558,2.72771944859753,0.76104289203219,3.58418622282087,0.000338130782458092,0.00759420066915453,"cardiomyopathy associated 5","protein_coding"
"329","ENSMUSG00000047496","Rnf152",8.73308575842239,6.39680581316191,1.60991047638074,3.97339225193605,7.08562186249053e-05,0.00241269908988602,"ring finger protein 152","protein_coding"
"330","ENSMUSG00000047875","Gpr157",12.7872975594908,3.6966999941292,1.17145697799351,3.1556429843979,0.00160144750592773,0.023074160757983,"G protein-coupled receptor 157","protein_coding"
"331","ENSMUSG00000048058","Ldlrad3",40.9400354366861,2.01714741246423,0.709882770254437,2.84152186387231,0.00448987731746952,0.0454393152144207,"low density lipoprotein receptor class A domain containing 3","protein_coding"
"332","ENSMUSG00000048070","Pirt",6.42409941522791,4.68963916843035,1.66482212489253,2.81690103603896,0.00484894642166342,0.0480961131057323,"phosphoinositide-interacting regulator of transient receptor potential channels","protein_coding"
"333","ENSMUSG00000048120","Entpd1",4.07052167920897,6.31858499604653,2.09865391821002,3.0107798819139,0.00260577676325106,0.0318615431506607,"ectonucleoside triphosphate diphosphohydrolase 1","protein_coding"
"334","ENSMUSG00000048191","Muc6",69.8998395623004,3.04823262997865,0.564971325264592,5.39537582469532,6.83802703393609e-08,8.36104214604003e-06,"mucin 6, gastric","protein_coding"
"335","ENSMUSG00000048264","Dip2c",3.78473274611343,6.23513346574126,2.1535231489227,2.89531759566197,0.00378775091651301,0.0409198793791968,"disco interacting protein 2 homolog C","protein_coding"
"336","ENSMUSG00000048385","Scrt1",4.79840721428502,5.41996603685044,1.92609977470581,2.81395912508129,0.00489354502355242,0.048283926901259,"scratch family zinc finger 1","protein_coding"
"337","ENSMUSG00000048540","Nhlh2",54.9479331675222,6.43247413166242,1.0493306766004,6.13007346025774,8.78385057861889e-10,2.18782944967452e-07,"nescient helix loop helix 2","protein_coding"
"338","ENSMUSG00000048988","Elfn1",4.47908778331414,6.48376103222214,2.04604297716844,3.16892709712049,0.00153002767676734,0.0223440523914448,"leucine rich repeat and fibronectin type III, extracellular 1","protein_coding"
"339","ENSMUSG00000049252","Lrp1b",14.8748509249072,5.61773678297948,1.18535339860717,4.73929276246267,2.14465452049672e-06,0.000149459084459486,"low density lipoprotein-related protein 1B (deleted in tumors)","protein_coding"
"340","ENSMUSG00000049281","Scn3b",14.3210522617526,3.20301329638339,1.05777174330871,3.02807606333326,0.00246116130483337,0.0308727772141718,"sodium channel, voltage-gated, type III, beta","protein_coding"
"341","ENSMUSG00000049811","Fam161a",4.3291419852902,6.39971758214339,2.0674181529704,3.09551194224955,0.00196473460899898,0.0265851916408816,"family with sequence similarity 161, member A","protein_coding"
"342","ENSMUSG00000049848","Ceacam19",20.5959523934473,6.43024243279121,1.2068881251161,5.32795235861042,9.93261673576806e-08,1.134627752281e-05,"carcinoembryonic antigen-related cell adhesion molecule 19","protein_coding"
"343","ENSMUSG00000049908","Gja8",6.94524511456367,6.00932305739939,1.7262315504495,3.48118017877417,0.000499209555701745,0.0102880645773929,"gap junction protein, alpha 8","protein_coding"
"344","ENSMUSG00000050010","Shisa3",12.4113598358652,4.29260898436722,1.30159160265492,3.29796917528615,0.000973868247740366,0.0162917014080944,"shisa family member 3","protein_coding"
"345","ENSMUSG00000050108","Bpifc",45.5958822734851,6.12427811479934,0.882798506291855,6.93734535247915,3.99536299596645e-12,2.55893487122613e-09,"BPI fold containing family C","protein_coding"
"346","ENSMUSG00000050530","Fam171a1",4.79204534342401,6.55288684744643,1.99181422834916,3.28990864417991,0.00100219915306566,0.016519091432271,"family with sequence similarity 171, member A1","protein_coding"
"347","ENSMUSG00000050675","Gp1ba",27.015759773666,2.77674696316639,0.846806864678882,3.27907942057054,0.00104146321310983,0.0170051439831048,"glycoprotein 1b, alpha polypeptide","protein_coding"
"348","ENSMUSG00000050947","Amigo1",9.78571612089146,3.43719557396939,1.15898867637917,2.96568520816581,0.0030200943946506,0.0352300690442763,"adhesion molecule with Ig like domain 1","protein_coding"
"349","ENSMUSG00000051048","P4ha3",9.3408173834548,5.54020361260625,1.518201457604,3.64918870605599,0.000263069810598324,0.00634101962822126,"procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha polypeptide III","protein_coding"
"350","ENSMUSG00000051067","Lingo3",5.8057198115956,5.70196195244419,1.88316675516144,3.02785822700835,0.00246293605582203,0.0308727772141718,"leucine rich repeat and Ig domain containing 3","protein_coding"
"351","ENSMUSG00000051113","Fam71e1",10.6110363945855,6.17401020849556,1.47139663910423,4.19602032817898,2.7164587662736e-05,0.00116729617911757,"family with sequence similarity 71, member E1","protein_coding"
"352","ENSMUSG00000051323","Pcdh19",4.62903358133808,6.54764456628578,2.31446227252971,2.82901330645982,0.00466917575687854,0.0467403443614759,"protocadherin 19","protein_coding"
"353","ENSMUSG00000051331","Cacna1c",10.8909876830787,3.54671903328176,1.11233592037559,3.18853232042007,0.00142997023171587,0.0214177055863903,"calcium channel, voltage-dependent, L type, alpha 1C subunit","protein_coding"
"354","ENSMUSG00000051527","Usp29",6.12641816379679,6.9361020870433,1.86298288315037,3.72311637953114,0.000196778760046226,0.00519975308963014,"ubiquitin specific peptidase 29","protein_coding"
"355","ENSMUSG00000051652","Lrrc3",10.8497520619091,3.95141956461081,1.22482753363294,3.22610282354658,0.00125488265712079,0.019448410357246,"leucine rich repeat containing 3","protein_coding"
"356","ENSMUSG00000051747","Ttn",146.866956428934,2.48401131856131,0.413817612097929,6.00267181952004,1.94096685886398e-09,4.58000074591588e-07,"titin","protein_coding"
"357","ENSMUSG00000051977","Prdm9",14.897605121545,2.77857479779384,0.909198523885099,3.05607051133421,0.0022425851052412,0.02908656669768,"PR domain containing 9","protein_coding"
"358","ENSMUSG00000051985","Igfn1",12.9163659073521,4.38690441926437,1.2321067252713,3.56049060465797,0.000370162556187653,0.00813510846523518,"immunoglobulin-like and fibronectin type III domain containing 1","protein_coding"
"359","ENSMUSG00000052336","Cx3cr1",22.7275139850473,5.56838153104377,1.05932491796574,5.2565378540674,1.46792573067411e-07,1.61832795717761e-05,"chemokine (C-X3-C motif) receptor 1","protein_coding"
"360","ENSMUSG00000052374","Actn2",16.1754879719007,6.58670873852881,1.33666239052145,4.9277280375632,8.31913028812572e-07,6.87254170367357e-05,"actinin alpha 2","protein_coding"
"361","ENSMUSG00000052387","Trpm3",4.91482251443363,6.62828648541409,2.02466919212786,3.27376270216666,0.00106125692247092,0.01723772630231,"transient receptor potential cation channel, subfamily M, member 3","protein_coding"
"362","ENSMUSG00000052520","Cyp2j5",11.6867889088771,6.32911225447179,1.45484518286309,4.35036822407198,1.35909111113936e-05,0.00067063677944923,"cytochrome P450, family 2, subfamily j, polypeptide 5","protein_coding"
"363","ENSMUSG00000052581","Lrrtm4",13.9394065279163,3.98188968592804,1.04012800769385,3.82826888274703,0.000129047732143803,0.0037487948106569,"leucine rich repeat transmembrane neuronal 4","protein_coding"
"364","ENSMUSG00000052613","Pcdh15",7.24551773117713,5.42737025686565,1.70615860514658,3.18104673299078,0.00146743955691297,0.0218109276070152,"protocadherin 15","protein_coding"
"365","ENSMUSG00000052632","Asap2",21.4747239985837,3.31589515007891,0.798403358028176,4.15315782021284,3.27918413520616e-05,0.00131656795876188,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 2","protein_coding"
"366","ENSMUSG00000052783","Grk4",45.8347066151247,2.38072052966767,0.568549543690293,4.18735808706326,2.82220372965639e-05,0.00119590756762209,"G protein-coupled receptor kinase 4","protein_coding"
"367","ENSMUSG00000052861","Dnah6",5.8568076567757,5.10445373728688,1.77987040760481,2.86787943407408,0.00413232972120392,0.0432798104240359,"dynein, axonemal, heavy chain 6","protein_coding"
"368","ENSMUSG00000053580","Tanc2",6.30833979340408,4.43675936133835,1.57322515016193,2.82016808648253,0.00479985000503978,0.0476794553676404,"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2","protein_coding"
"369","ENSMUSG00000053646","Plxnb1",6.92481937897593,4.52373966142161,1.528720412773,2.95916743416531,0.00308471450982268,0.0356132276026739,"plexin B1","protein_coding"
"370","ENSMUSG00000054263","Lifr",7.32702361222009,5.43832530387687,1.59249947736953,3.41496206508013,0.000637908951119793,0.0120673352919286,"leukemia inhibitory factor receptor","protein_coding"
"371","ENSMUSG00000054385","Ceacam2",6.40674734342704,4.36162653417051,1.52247245725571,2.86483115893764,0.00417231639641244,0.0434797808709149,"carcinoembryonic antigen-related cell adhesion molecule 2","protein_coding"
"372","ENSMUSG00000054728","Phactr1",7.45941206293925,4.97099272992963,1.71497506237721,2.89858018287397,0.00374856445665304,0.0405943574412104,"phosphatase and actin regulator 1","protein_coding"
"373","ENSMUSG00000054752","Fsd1l",12.6842849509742,7.06245426221481,1.46938709276207,4.80639465053364,1.53676402185656e-06,0.000114196000519175,"fibronectin type III and SPRY domain containing 1-like","protein_coding"
"374","ENSMUSG00000055013","Agap1",11.6050777523302,6.78360221173657,1.57144910980224,4.31678135131608,1.58320844229735e-05,0.000747327577206906,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1","protein_coding"
"375","ENSMUSG00000055202","Zfp811",5.56790626166768,6.7529047272734,1.946216350516,3.46976055641655,0.000520922533158444,0.0105518193840076,"zinc finger protein 811","protein_coding"
"376","ENSMUSG00000055373","Fut9",5.66351480566298,6.82046614409886,1.90059486236567,3.58859548615712,0.000332464226680865,0.00754071475355418,"fucosyltransferase 9","protein_coding"
"377","ENSMUSG00000055413","H2-Q5",14.0020763648757,3.02610961069313,1.02016960317805,2.96628090198545,0.00301425043943366,0.0351924204951238,"histocompatibility 2, Q region locus 5","polymorphic_pseudogene"
"378","ENSMUSG00000055415","Atp10b",15.3459454779532,7.25701816617543,1.52037995507261,4.77316090755016,1.81356779194703e-06,0.000130441105891377,"ATPase, class V, type 10B","protein_coding"
"379","ENSMUSG00000055761","Nkain3",8.4268322915135,7.35964883993824,1.71616315041902,4.28843192335256,1.7993893026709e-05,0.000823190004113046,"Na+/K+ transporting ATPase interacting 3","protein_coding"
"380","ENSMUSG00000055833","1700034H15Rik",11.925573958456,4.45620541942054,1.19578261613119,3.72660160743769,0.000194078854957151,0.00515250810556364,"RIKEN cDNA 1700034H15 gene","antisense"
"381","ENSMUSG00000055866","Per2",9.0646428594973,3.40535305523273,1.17637054497365,2.89479626107861,0.00379404697280433,0.0409379484304265,"period circadian clock 2","protein_coding"
"382","ENSMUSG00000055960","Skint4",8.19693840816708,4.5490871450208,1.48420101356507,3.06500743729709,0.00217664584352332,0.0284784889060201,"selection and upkeep of intraepithelial T cells 4","protein_coding"
"383","ENSMUSG00000056043","Rgs9bp",11.4940171545945,5.23259930280191,1.31265602792919,3.98626844464099,6.71205690722232e-05,0.00233274329204497,"regulator of G-protein signalling 9 binding protein","protein_coding"
"384","ENSMUSG00000056061","Gata5os",6.0371714906625,5.76894316934378,1.84200468413626,3.13188300715366,0.0017368907265081,0.0243345627828479,"GATA binding protein 5, opposite strand","antisense"
"385","ENSMUSG00000056531","Ccdc18",32.8185342686965,2.69788902643195,0.779254060285976,3.46214304670014,0.000535892247476593,0.0107222748123624,"coiled-coil domain containing 18","protein_coding"
"386","ENSMUSG00000056648","Hoxb8",3.83907000014207,6.23041287993535,2.14431502781681,2.9055492309256,0.00366609171770651,0.0399586171824575,"homeobox B8","protein_coding"
"387","ENSMUSG00000056738","A730036I17Rik",4.84638259745265,6.55093773897227,2.03441551576582,3.22005887597956,0.00128164271780024,0.0197684570578134,"RIKEN cDNA A730036I17 gene","lincRNA"
"388","ENSMUSG00000056966","Gjc3",10.9217867395071,3.48174178564386,1.11973654567105,3.10942944490329,0.00187449047782178,0.0257264254354112,"gap junction protein, gamma 3","protein_coding"
"389","ENSMUSG00000057337","Chst3",32.0082583914949,5.93513207817212,1.06919522844376,5.55102746465754,2.8399545966519e-08,3.89769278826205e-06,"carbohydrate (chondroitin 6/keratan) sulfotransferase 3","protein_coding"
"390","ENSMUSG00000057457","Phex",13.4841125098077,2.76032544782067,0.955665669946981,2.88837983263939,0.00387231956318883,0.0416328522181374,"phosphate regulating endopeptidase homolog, X-linked","protein_coding"
"391","ENSMUSG00000057715","A830018L16Rik",6.54051471537652,5.5066730863691,1.67987048026009,3.27803431935807,0.00104532685614539,0.0170419954123096,"RIKEN cDNA A830018L16 gene","protein_coding"
"392","ENSMUSG00000058145","Adamts17",7.84270955809056,4.47079421580258,1.36920107387472,3.26525760248685,0.00109364566011945,0.0175531433515592,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 17","protein_coding"
"393","ENSMUSG00000058297","Spock2",9.52792723819668,3.38893191133537,1.14716860224831,2.9541707336598,0.00313510506397849,0.0358259669588026,"sparc/osteonectin, cwcv and kazal-like domains proteoglycan 2","protein_coding"
"394","ENSMUSG00000058571","Gpc6",6.92398795558949,4.46913424165194,1.51181679767492,2.95613479657402,0.00311520910828077,0.035697611781452,"glypican 6","protein_coding"
"395","ENSMUSG00000058670","4932411N23Rik",13.6492958182848,3.46530384422871,0.991417415475764,3.49530257400791,0.000473524620758051,0.00988960582173259,"RIKEN cDNA 4932411N23 gene","protein_coding"
"396","ENSMUSG00000058818","Pirb",5.32546438166092,4.90088013296631,1.72540759000786,2.84041878646424,0.00450543433784722,0.0454577721691775,"paired Ig-like receptor B","protein_coding"
"397","ENSMUSG00000058831","Opn1sw",11.9680895881583,3.97102991777254,1.14669002282136,3.46303694873184,0.00053411504505967,0.0107061808584986,"opsin 1 (cone pigments), short-wave-sensitive (color blindness, tritan)","protein_coding"
"398","ENSMUSG00000059173","Pde1a",23.6804574325455,6.27392792635478,1.16476718455334,5.38642229070068,7.18739828423158e-08,8.63129526097453e-06,"phosphodiesterase 1A, calmodulin-dependent","protein_coding"
"399","ENSMUSG00000059213","Ddn",7.78681450834142,7.23271780775477,1.83294441924127,3.94595587941979,7.9482249815544e-05,0.00261378058684368,"dendrin","protein_coding"
"400","ENSMUSG00000059277","R74862",34.7598817577379,2.76472868878319,0.70858469943595,3.90176176677818,9.5495118383701e-05,0.00302213962884889,"expressed sequence R74862","processed_transcript"
"401","ENSMUSG00000059326","Csf2ra",20.7525360318455,4.71496020871875,0.949014243035019,4.96827128077651,6.7552415240621e-07,5.93477441412661e-05,"colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage)","protein_coding"
"402","ENSMUSG00000059602","Syn3",18.8336393153274,2.50824432314254,0.86883281495944,2.88691251061878,0.00389042393350571,0.0417274337365645,"synapsin III","protein_coding"
"403","ENSMUSG00000060924","Csmd1",6.22755715526665,5.46579282358213,1.74424439139858,3.13361639603698,0.00172666421958042,0.0242925039261053,"CUB and Sushi multiple domains 1","protein_coding"
"404","ENSMUSG00000061462","Obscn",23.0428731614759,3.52172046725426,0.943565046842287,3.73235579151641,0.000189697301610948,0.00505233407260841,"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF","protein_coding"
"405","ENSMUSG00000061601","Pclo",7.84771890873498,5.79564472499539,1.65628574054426,3.49918168292081,0.000466688467523569,0.00977719608752648,"piccolo (presynaptic cytomatrix protein)","protein_coding"
"406","ENSMUSG00000062312","Erbb2",3.58044969406085,6.13907157285067,2.1884878808002,2.80516589865966,0.00502906879793483,0.0491934366052534,"erb-b2 receptor tyrosine kinase 2","protein_coding"
"407","ENSMUSG00000062511","4930512M02Rik",14.3575176589042,3.01938503956303,1.00880720744345,2.99302484883592,0.00276227257952196,0.033171934102295,"RIKEN cDNA 4930512M02 gene","protein_coding"
"408","ENSMUSG00000062760","1810041L15Rik",5.64270804950967,5.72079923702844,1.81548671159275,3.15111049863291,0.00162650942856813,0.0232481953392575,"RIKEN cDNA 1810041L15 gene","protein_coding"
"409","ENSMUSG00000063455","D630045J12Rik",7.59045112287034,3.93959148317579,1.33890226448135,2.94240407809143,0.00325674662802629,0.036655432758957,"RIKEN cDNA D630045J12 gene","protein_coding"
"410","ENSMUSG00000063531","Sema3e",6.90864095290148,6.01503874029813,1.70799963754807,3.52168619247078,0.000428811418951338,0.0092132804870535,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E","protein_coding"
"411","ENSMUSG00000063564","Col23a1",26.2751868338341,2.39701290571458,0.727533517507633,3.29471130612128,0.000985228403783733,0.016379878900978,"collagen, type XXIII, alpha 1","protein_coding"
"412","ENSMUSG00000064036","Mro",4.8561991526661,5.66711357223523,1.87316794240128,3.02541669860651,0.00248290789070129,0.030892794754794,"maestro","protein_coding"
"413","ENSMUSG00000064065","Ipcef1",7.31084518614563,7.18959430813789,1.77242484244878,4.05636060607499,4.984328648704e-05,0.00183167268647729,"interaction protein for cytohesin exchange factors 1","protein_coding"
"414","ENSMUSG00000064115","Cadm2",7.42588156506392,6.11549316957303,1.68912729200195,3.62050462302635,0.000294028996914536,0.00691545137521083,"cell adhesion molecule 2","protein_coding"
"415","ENSMUSG00000064246","Chil1",13.3205058274538,5.28944904738824,1.38262253172559,3.82566385692175,0.000130420150731306,0.00375816269128904,"chitinase-like 1","protein_coding"
"416","ENSMUSG00000064293","Cntn4",5.23759662975695,5.81290554395549,1.85164770872107,3.13931506332296,0.00169343267424057,0.0239502307765885,"contactin 4","protein_coding"
"417","ENSMUSG00000064329","Scn1a",4.01618442518033,6.32290148208737,2.11383035738827,2.99120573228005,0.00277878213018093,0.0331923797965662,"sodium channel, voltage-gated, type I, alpha","protein_coding"
"418","ENSMUSG00000064725","Snord96a",744.995756568939,3.73146408532508,1.07504881337266,3.47097177254553,0.000518578509737024,0.0105201824373499,"small nucleolar RNA, C/D box 96A","snoRNA"
"419","ENSMUSG00000064767","Snord35b",216.325858369678,3.76223354401072,1.22632603955772,3.06789012273407,0.00215575867386062,0.0283707966374024,"small nucleolar RNA, C/D box 35B","snoRNA"
"420","ENSMUSG00000065640","Snord1c",37.8481935018166,2.23158439621353,0.705677527783189,3.16232883768287,0.00156512714463079,0.0226842242406079,"small nucleolar RNA, C/D box 1C","snoRNA"
"421","ENSMUSG00000066392","Nrxn3",12.2001938161215,6.88447063387463,1.49827313936582,4.59493696642567,4.32880103227629e-06,0.000262262945423946,"neurexin III","protein_coding"
"422","ENSMUSG00000066842","Hmcn1",7.21641341730525,4.66369225719133,1.58960681808289,2.93386528299864,0.00334769475595889,0.0373361023846479,"hemicentin 1","protein_coding"
"423","ENSMUSG00000067049","Unc93a",14.3600282982068,5.78117318616056,1.40041259544694,4.12819279472098,3.65625502258852e-05,0.00144637147217105,"unc-93 homolog A (C. elegans)","protein_coding"
"424","ENSMUSG00000067219","Nipal1",8.48863880930276,3.9479409071957,1.33807767091104,2.95045720664909,0.00317303996549085,0.0361979538047939,"NIPA-like domain containing 1","protein_coding"
"425","ENSMUSG00000067586","S1pr3",5.82652656774891,6.8149511877292,1.94540945880462,3.50309347828335,0.000459888040785967,0.00966718274604447,"sphingosine-1-phosphate receptor 3","protein_coding"
"426","ENSMUSG00000067795","4930444P10Rik",22.6031821477456,5.10182828930727,1.08156450620115,4.71708183844417,2.3925146999148e-06,0.000164180217927827,"RIKEN cDNA 4930444P10 gene","protein_coding"
"427","ENSMUSG00000068011","Mkrn2os",13.3339140138558,6.98893621507112,1.555660728532,4.49258381785226,7.03642102734107e-06,0.000381755948098016,"makorin, ring finger protein 2, opposite strand","protein_coding"
"428","ENSMUSG00000068079","Tcf15",11.7899329694598,7.87866628333518,1.58803180978434,4.96127737164481,7.00311045154051e-07,6.0379381777705e-05,"transcription factor 15","protein_coding"
"429","ENSMUSG00000068457","Uty",5.64270804950967,5.72079923702844,1.81548671159275,3.15111049863291,0.00162650942856813,0.0232481953392575,"ubiquitously transcribed tetratricopeptide repeat gene, Y chromosome","protein_coding"
"430","ENSMUSG00000068606","Gm4841",9.59788302324404,4.70053088357823,1.32755428258331,3.54074477047475,0.000398999347211507,0.00865571164515285,"predicted gene 4841","protein_coding"
"431","ENSMUSG00000068740","Celsr2",14.2614542709056,4.65541873247884,1.30112584291031,3.57799267291916,0.000346243155405257,0.00772300238839254,"cadherin, EGF LAG seven-pass G-type receptor 2","protein_coding"
"432","ENSMUSG00000068742","Cry2",35.2878390871706,2.47749148839324,0.749786660449699,3.30426189085214,0.000952268296011813,0.0160100107266986,"cryptochrome 2 (photolyase-like)","protein_coding"
